1,1,5,0.000013199
1,1,6,0.000014998
1,1,7,0.000055575
1,1,8,0.000089831
1,1,9,0.000347616
1,1,10,0.001053111
1,1,11,0.006880750
1,1,12,0.007513363
1,1,13,0.343290333
1,1,14,0.563598333
1,1,15,0.044220733
1,1,16,0.231499667
1,1,17,5.783826667
1,1,18,6.551566667
1,1,19,59.974100000
1,1,20,13.431266667
1,1,21,530.600000000
1,1,22,711.504666667
1,2,5,0.000000000
1,2,6,0.000000000
1,2,7,0.000000000
1,2,8,0.000000000
1,2,9,0.000000000
1,2,10,0.000000000
1,2,11,0.000000000
1,2,12,0.000000000
1,2,13,0.000000000
1,2,14,0.000000000
1,2,15,0.000000000
1,2,16,0.000000000
1,2,17,0.000000000
1,2,18,0.000000000
1,2,19,0.000000000
1,2,20,0.000000000
1,2,21,0.000000000
1,2,22,0.000000000
1,4,5,0.000000000
1,4,6,0.000000000
1,4,7,0.000000000
1,4,8,0.000000000
1,4,9,0.000000000
1,4,10,0.000000000
1,4,11,0.000000000
1,4,12,0.000000000
1,4,13,0.000000000
1,4,14,0.000000000
1,4,15,0.000000000
1,4,16,0.000000000
1,4,17,0.000000000
1,4,18,0.000000000
1,4,19,0.000000000
1,4,20,0.000000000
1,4,21,0.000000000
1,4,22,0.000000000
1,8,5,0.000000000
1,8,6,0.000000000
1,8,7,0.000000000
1,8,8,0.000000000
1,8,9,0.000000000
1,8,10,0.000000000
1,8,11,0.000000000
1,8,12,0.000000000
1,8,13,0.000000000
1,8,14,0.000000000
1,8,15,0.000000000
1,8,16,0.000000000
1,8,17,0.000000000
1,8,18,0.000000000
1,8,19,0.000000000
1,8,20,0.000000000
1,8,21,0.000000000
1,8,22,0.000000000
1,16,5,0.000000000
1,16,6,0.000000000
1,16,7,0.000000000
1,16,8,0.000000000
1,16,9,0.000000000
1,16,10,0.000000000
1,16,11,0.000000000
1,16,12,0.000000000
1,16,13,0.000000000
1,16,14,0.000000000
1,16,15,0.000000000
1,16,16,0.000000000
1,16,17,0.000000000
1,16,18,0.000000000
1,16,19,0.000000000
1,16,20,0.000000000
1,16,21,0.000000000
1,16,22,0.000000000
1,32,5,0.000000000
1,32,6,0.000000000
1,32,7,0.000000000
1,32,8,0.000000000
1,32,9,0.000000000
1,32,10,0.000000000
1,32,11,0.000000000
1,32,12,0.000000000
1,32,13,0.000000000
1,32,14,0.000000000
1,32,15,0.000000000
1,32,16,0.000000000
1,32,17,0.000000000
1,32,18,0.000000000
1,32,19,0.000000000
1,32,20,0.000000000
1,32,21,0.000000000
1,32,22,0.000000000
