1,1,5,1.3385e-05
1,1,6,8.661e-06
1,1,7,2.6447e-05
1,1,8,6.7515e-05
1,1,9,0.000228664
1,1,10,0.000658024
1,1,11,0.00522452
1,1,12,0.00454527
1,1,13,0.266888
1,1,14,0.421991
1,1,15,0.0341671
1,1,16,0.170858
1,1,17,4.32394
1,1,18,4.89759
1,1,19,44.926
1,1,20,10.1192
1,1,21,398.879
1,1,22,532.248
1,1,5,9.358e-06
1,1,6,1.1854e-05
1,1,7,5.6973e-05
1,1,8,6.7478e-05
1,1,9,0.000371551
1,1,10,0.000654496
1,1,11,0.00517509
1,1,12,0.00767523
1,1,13,0.27819
1,1,14,0.418962
1,1,15,0.031035
1,1,16,0.175055
1,1,17,4.32289
1,1,18,4.88985
1,1,19,44.8371
1,1,20,10.0393
1,1,21,397.461
1,1,22,534.492
1,1,5,9.915e-06
1,1,6,1.6015e-05
1,1,7,5.6662e-05
1,1,8,6.6778e-05
1,1,9,0.000220611
1,1,10,0.000660462
1,1,11,0.00520191
1,1,12,0.00730992
1,1,13,0.266926
1,1,14,0.426151
1,1,15,0.0341953
1,1,16,0.173155
1,1,17,4.32418
1,1,18,4.88937
1,1,19,44.9279
1,1,20,10.0655
1,1,21,397.766
1,1,22,534.678
1,1,5,6.938e-06
1,1,6,8.465e-06
1,1,7,2.6642e-05
1,1,8,6.7722e-05
1,1,9,0.000222022
1,1,10,0.00118635
1,1,11,0.00504073
1,1,12,0.00300967
1,1,13,0.217867
1,1,14,0.423691
1,1,15,0.0332648
1,1,16,0.175431
1,1,17,4.38047
1,1,18,4.97789
1,1,19,45.2313
1,1,20,10.0698
1,1,21,397.694
1,1,22,533.096
