2,1,5,3.5422e-05
2,1,6,6.3617e-05
2,1,7,0.000244071
2,1,8,0.00130629
2,1,9,0.00172624
2,1,10,0.0102666
2,1,11,0.0297291
2,1,12,0.0716346
2,1,13,1.66486
2,1,14,2.73363
2,1,15,0.508568
2,1,16,1.59095
2,1,17,38.2948
2,1,18,43.443
2,1,19,430.541
2,1,20,106.21
2,1,5,3.4129e-05
2,1,6,3.7699e-05
2,1,7,0.000233543
2,1,8,0.000471841
2,1,9,0.00340905
2,1,10,0.00810839
2,1,11,0.0205569
2,1,12,0.0438549
2,1,13,1.25911
2,1,14,1.99757
2,1,15,0.361325
2,1,16,1.1803
2,1,17,36.4752
2,1,18,43.5879
2,1,19,432.645
2,1,20,111.135
2,1,5,1.9464e-05
2,1,6,7.9766e-05
2,1,7,0.000226913
2,1,8,0.00046635
2,1,9,0.00183991
2,1,10,0.00827004
2,1,11,0.0203118
2,1,12,0.042127
2,1,13,1.26133
2,1,14,1.97254
2,1,15,0.338324
2,1,16,1.18504
2,1,17,36.5966
2,1,18,43.6428
2,1,19,430.104
2,1,20,106.434
