0,1,5,0.000197236
0,1,6,0.000186440
0,1,7,0.000223344
0,1,8,0.000341737
0,1,9,0.000590429
0,1,10,0.001308510
0,1,11,0.007208597
0,1,12,0.007336247
0,1,13,0.220945000
0,1,14,0.350307000
0,1,15,0.036235600
0,1,16,0.186717333
0,1,17,2.129490000
0,1,18,4.234140000
0,1,19,18.949633333
0,1,20,8.542096667
0,1,21,250.426333333
0,1,22,406.460666667
0,2,5,0.000294983
0,2,6,0.000321931
0,2,7,0.000313175
0,2,8,0.000303996
0,2,9,0.000489443
0,2,10,0.001002899
0,2,11,0.003896997
0,2,12,0.007499687
0,2,13,0.130451000
0,2,14,0.188064000
0,2,15,0.027162800
0,2,16,0.135197667
0,2,17,2.989190000
0,2,18,1.856956667
0,2,19,27.988533333
0,2,20,3.946063333
0,2,21,152.754666667
0,2,22,154.086666667
0,4,5,0.000019602
0,4,6,0.000552992
0,4,7,0.000438113
0,4,8,0.000538437
0,4,9,0.000433878
0,4,10,0.000813661
0,4,11,0.002558867
0,4,12,0.005240047
0,4,13,0.070115333
0,4,14,0.152868333
0,4,15,0.022817233
0,4,16,0.094442767
0,4,17,1.826496667
0,4,18,1.379970000
0,4,19,23.991166667
0,4,20,1.777230000
0,4,21,94.350566667
0,4,22,113.684333333
0,8,5,0.000026285
0,8,6,0.000805446
0,8,7,0.000934119
0,8,8,0.001004361
0,8,9,0.001367077
0,8,10,0.001348000
0,8,11,0.002460053
0,8,12,0.003713650
0,8,13,0.063691833
0,8,14,0.104481000
0,8,15,0.020283367
0,8,16,0.071568467
0,8,17,1.011030333
0,8,18,1.544926667
0,8,19,14.530833333
0,8,20,1.780910000
0,8,21,87.677200000
0,8,22,123.018000000
0,16,5,0.000026474
0,16,6,0.000073885
0,16,7,0.001779693
0,16,8,0.001842797
0,16,9,0.002114457
0,16,10,0.002433927
0,16,11,0.003011350
0,16,12,0.002936870
0,16,13,0.032424367
0,16,14,0.046315500
0,16,15,0.018025600
0,16,16,0.053625200
0,16,17,0.968781667
0,16,18,0.630856000
0,16,19,16.778266667
0,16,20,1.450483333
0,16,21,73.637233333
0,16,22,82.680933333
0,32,5,0.000019766
0,32,6,0.000107391
0,32,7,0.003537117
0,32,8,0.004285603
0,32,9,0.004387077
0,32,10,0.004851707
0,32,11,0.004886203
0,32,12,0.005403197
0,32,13,0.028570133
0,32,14,0.045661900
0,32,15,0.015453100
0,32,16,0.041136167
0,32,17,0.576220667
0,32,18,0.406066333
0,32,19,4.537260000
0,32,20,1.070873333
0,32,21,33.036733333
0,32,22,40.169733333
